,XTSLA,DCOM,CLNE,FNKO,CUBI,ANF,MOV,TLYS,MOD,TILE,CASH,COWN,SCHN,ODP,MYRG,ATI,HIBB,BGCP,HWC,WCC,TBK,TITN,KALU,ASIX,NESR,KNL,VNDA,HSII,HAFC,UFS,SITC,CRS,AOSL,XHR,AMKR,HAYN,DXPE,AKR,SEM,GMS,MSBI,ETH,PPBI,FFIC,VRA,HCI,VLY,URBN,EBSB,KRG,CMTL,TCBI,RES,APOG,SASR,DAN,HZO,XPER,FFBC,UFI,TOWN,REVG,CNOB,IIIN,BKU,NSIT,CATY,PFC,CPF,PIPR,INN,PFS,ZUMZ,EME,LBAI,SCHL,AVNT,SBCF,FFWM,FBMS,TBI,AIMC,FRME,SGH,ARCB,MEI,IBCP,NPO,HOPE,TCBK,NFBK,BECN,UCBI,KRNY,FULT,OFG,ISBC,WASH,HTBK,DCO,LPG,SP,SFNC,AUB,BANC,EFSC,HBNC,UBSI,FBP,PRIM,NTB,CXP,STBA,MATX,BMTC,SSB,IBTX,FHI,CFB,MLHR,RCII,BRKL,WIRE,STRL,HOMB,CMC,GLDD,BUSE,PEBO,RDN,ANDE,WRLD,MLI,MATW,ABTX,SIGI,MTX,WSFS,SPNT,CMCO,SCS,SRCE,PQG,INT,ACCO,BANF,ESGR,GSBC,THR,CNO,WAFD,TRMK,AEL,B,CTBI,GBX,CNX,FDP,SANM,BV,VSH,COLB,CCS,HMST,PBH,BCC,BHE,SR,UTL,BXS,PDM,FUL,EIG,SOI,KN,HOFT,PRA,KELYA,TSC,HNI,SBRA,WOR,ACA,NTCT,INDB,TMP,NX,RUSHA,MHO,POWL,SPWH,NWE,TTMI,THFF,ONB,PFBC,DHT,UFCS,AVA,BKH,WNC,RGP,NMIH,CHCO,HFWA,NBTB,STC,TRST,ABM,TPH,GABC,NCBS,CVLG,ECVT,KAR,AAWW,SPTN,ETD,HCC,LAUR,EZPW,HMN,CVBF,SWX,USX,CLW,SGC,TMHC,MLKN,GLT,MTOR,CADE,KBH,SUM
09/16/2021,2.0,0.97,0.87,0.81,0.8,0.66,0.83,0.62,0.48,0.62,0.63,0.57,0.6,0.56,0.73,0.53,0.51,0.54,0.61,0.67,0.67,0.52,0.58,0.75,0.49,0.0,0.45,0.56,0.52,0.54,0.56,0.42,0.56,0.47,0.67,0.59,0.46,0.51,0.44,0.52,0.5,0.0,0.45,0.54,0.44,0.57,0.46,0.39,0.48,0.46,0.47,0.44,0.38,0.5,0.49,0.47,0.48,0.47,0.43,0.39,0.47,0.51,0.53,0.49,0.43,0.44,0.48,0.48,0.41,0.48,0.47,0.47,0.36,0.45,0.44,0.42,0.47,0.39,0.49,0.49,0.45,0.41,0.45,0.47,0.57,0.39,0.42,0.39,0.41,0.41,0.46,0.44,0.39,0.45,0.43,0.44,0.5,0.42,0.43,0.41,0.41,0.46,0.4,0.42,0.44,0.42,0.45,0.41,0.53,0.33,0.38,0.46,0.37,0.55,0.42,0.37,0.4,0.38,0.37,0.63,0.51,0.39,0.47,0.44,0.32,0.4,0.41,0.38,0.43,0.4,0.4,0.5,0.41,0.37,0.38,0.4,0.38,0.37,0.35,0.35,0.35,0.39,0.0,0.41,0.41,0.34,0.38,0.38,0.37,0.39,0.41,0.37,0.35,0.34,0.38,0.39,0.0,0.35,0.39,0.37,0.36,0.33,0.4,0.34,0.38,0.35,0.35,0.0,0.32,0.36,0.33,0.37,0.31,0.32,0.33,0.0,0.36,0.31,0.38,0.31,0.0,0.35,0.0,0.33,0.0,0.36,0.32,0.32,0.35,0.0,0.32,0.32,0.32,0.33,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.34,0.33,0.0,0.0,0.0,0.32,0.0,0.33,0.32,0.0,0.34,0.35,0.0,0.0,0.31,0.33,0.46,0.38,0.33,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24
09/17/2021,1.98,0.95,0.84,0.82,0.79,0.67,0.84,0.63,0.48,0.62,0.63,0.55,0.58,0.56,0.72,0.53,0.53,0.55,0.6,0.67,0.68,0.52,0.57,0.75,0.49,0.0,0.44,0.57,0.52,0.55,0.57,0.42,0.57,0.48,0.68,0.59,0.46,0.52,0.43,0.51,0.49,0.0,0.45,0.54,0.42,0.57,0.46,0.4,0.48,0.47,0.47,0.44,0.37,0.5,0.48,0.48,0.48,0.46,0.43,0.39,0.47,0.5,0.52,0.49,0.43,0.44,0.48,0.48,0.41,0.48,0.47,0.47,0.36,0.45,0.44,0.42,0.47,0.39,0.49,0.48,0.47,0.41,0.45,0.48,0.57,0.39,0.42,0.39,0.41,0.42,0.46,0.44,0.39,0.45,0.43,0.43,0.5,0.43,0.43,0.42,0.39,0.46,0.4,0.42,0.43,0.42,0.44,0.41,0.52,0.33,0.38,0.47,0.37,0.55,0.42,0.37,0.4,0.38,0.37,0.64,0.51,0.39,0.47,0.43,0.32,0.4,0.42,0.38,0.42,0.39,0.39,0.49,0.41,0.37,0.38,0.4,0.38,0.37,0.36,0.35,0.36,0.39,0.0,0.41,0.41,0.34,0.39,0.38,0.37,0.39,0.41,0.37,0.34,0.34,0.37,0.39,0.0,0.35,0.4,0.37,0.36,0.33,0.4,0.33,0.39,0.34,0.34,0.0,0.32,0.36,0.33,0.36,0.31,0.32,0.34,0.0,0.37,0.32,0.38,0.31,0.31,0.35,0.0,0.33,0.0,0.36,0.0,0.32,0.35,0.0,0.32,0.33,0.32,0.34,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.34,0.33,0.0,0.0,0.0,0.32,0.0,0.33,0.32,0.0,0.34,0.35,0.0,0.0,0.33,0.34,0.46,0.39,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2
09/20/2021,2.02,0.94,0.86,0.84,0.83,0.69,0.86,0.63,0.48,0.62,0.63,0.56,0.57,0.56,0.72,0.52,0.53,0.55,0.61,0.69,0.68,0.52,0.56,0.75,0.5,0.0,0.44,0.57,0.52,0.54,0.58,0.42,0.58,0.47,0.68,0.57,0.45,0.52,0.44,0.5,0.48,0.0,0.45,0.54,0.44,0.56,0.45,0.41,0.48,0.47,0.48,0.44,0.37,0.49,0.49,0.49,0.5,0.46,0.43,0.39,0.47,0.52,0.53,0.48,0.43,0.43,0.48,0.48,0.41,0.48,0.47,0.46,0.38,0.45,0.44,0.43,0.47,0.4,0.49,0.49,0.47,0.4,0.45,0.48,0.61,0.4,0.42,0.39,0.42,0.42,0.45,0.44,0.39,0.45,0.42,0.43,0.51,0.42,0.44,0.4,0.39,0.47,0.41,0.42,0.45,0.42,0.44,0.41,0.51,0.33,0.38,0.46,0.37,0.55,0.42,0.36,0.39,0.37,0.37,0.66,0.53,0.39,0.48,0.42,0.34,0.4,0.41,0.38,0.43,0.39,0.4,0.48,0.41,0.37,0.38,0.39,0.38,0.37,0.36,0.35,0.36,0.39,0.0,0.41,0.41,0.34,0.38,0.38,0.37,0.39,0.41,0.38,0.33,0.33,0.37,0.39,0.0,0.35,0.39,0.37,0.36,0.33,0.4,0.33,0.38,0.34,0.34,0.0,0.32,0.36,0.34,0.35,0.0,0.32,0.33,0.0,0.35,0.31,0.38,0.32,0.31,0.35,0.0,0.33,0.31,0.35,0.32,0.33,0.36,0.0,0.32,0.32,0.0,0.33,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.34,0.33,0.0,0.0,0.0,0.32,0.0,0.33,0.32,0.0,0.33,0.34,0.0,0.0,0.34,0.33,0.47,0.37,0.34,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.38
09/21/2021,2.03,0.92,0.85,0.85,0.82,0.7,0.86,0.63,0.47,0.62,0.64,0.56,0.55,0.58,0.72,0.51,0.51,0.55,0.61,0.68,0.69,0.51,0.55,0.73,0.49,0.0,0.46,0.56,0.54,0.54,0.57,0.41,0.57,0.47,0.64,0.56,0.45,0.51,0.44,0.49,0.48,0.0,0.46,0.53,0.42,0.57,0.46,0.41,0.49,0.46,0.49,0.43,0.35,0.49,0.5,0.47,0.5,0.45,0.44,0.4,0.47,0.52,0.53,0.48,0.43,0.42,0.48,0.5,0.42,0.48,0.47,0.47,0.41,0.44,0.44,0.43,0.46,0.41,0.49,0.5,0.47,0.39,0.45,0.47,0.61,0.39,0.43,0.39,0.42,0.42,0.47,0.43,0.39,0.44,0.42,0.45,0.5,0.43,0.45,0.41,0.38,0.46,0.41,0.42,0.45,0.43,0.45,0.41,0.52,0.33,0.38,0.46,0.37,0.54,0.42,0.36,0.39,0.37,0.38,0.65,0.53,0.4,0.47,0.43,0.34,0.4,0.41,0.38,0.42,0.39,0.4,0.48,0.4,0.38,0.4,0.39,0.36,0.38,0.36,0.36,0.36,0.39,0.0,0.41,0.41,0.35,0.38,0.39,0.37,0.38,0.41,0.38,0.34,0.32,0.37,0.38,0.0,0.35,0.38,0.35,0.35,0.34,0.39,0.34,0.38,0.34,0.34,0.0,0.0,0.35,0.34,0.35,0.0,0.0,0.33,0.0,0.35,0.31,0.38,0.32,0.31,0.35,0.0,0.33,0.32,0.36,0.32,0.33,0.36,0.0,0.32,0.0,0.31,0.34,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.33,0.33,0.31,0.0,0.0,0.32,0.0,0.32,0.33,0.31,0.34,0.35,0.0,0.0,0.32,0.33,0.47,0.37,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24
09/22/2021,2.03,0.92,0.85,0.85,0.82,0.7,0.86,0.63,0.47,0.62,0.64,0.56,0.55,0.58,0.72,0.51,0.51,0.55,0.61,0.68,0.69,0.51,0.55,0.73,0.49,0.0,0.46,0.56,0.54,0.54,0.57,0.41,0.57,0.47,0.64,0.56,0.45,0.51,0.44,0.49,0.48,0.0,0.46,0.53,0.42,0.57,0.46,0.41,0.49,0.46,0.49,0.43,0.35,0.49,0.5,0.47,0.5,0.45,0.44,0.4,0.47,0.52,0.53,0.48,0.43,0.42,0.48,0.5,0.42,0.48,0.47,0.47,0.41,0.44,0.44,0.43,0.46,0.41,0.49,0.5,0.47,0.39,0.45,0.47,0.61,0.39,0.43,0.39,0.42,0.42,0.47,0.43,0.39,0.44,0.42,0.45,0.5,0.43,0.45,0.41,0.38,0.46,0.41,0.42,0.45,0.43,0.45,0.41,0.52,0.33,0.38,0.46,0.37,0.54,0.42,0.36,0.39,0.37,0.38,0.65,0.53,0.4,0.47,0.43,0.34,0.4,0.41,0.38,0.42,0.39,0.4,0.48,0.4,0.38,0.4,0.39,0.36,0.38,0.36,0.36,0.36,0.39,0.0,0.41,0.41,0.35,0.38,0.39,0.37,0.38,0.41,0.38,0.34,0.32,0.37,0.38,0.0,0.35,0.38,0.35,0.35,0.34,0.39,0.34,0.38,0.34,0.34,0.0,0.0,0.35,0.34,0.35,0.0,0.0,0.33,0.0,0.35,0.31,0.38,0.32,0.31,0.35,0.0,0.33,0.32,0.36,0.32,0.33,0.36,0.0,0.32,0.0,0.31,0.34,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.33,0.33,0.31,0.0,0.0,0.32,0.0,0.32,0.33,0.31,0.34,0.35,0.0,0.0,0.32,0.33,0.47,0.37,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24
09/23/2021,2.07,0.93,0.82,0.81,0.81,0.71,0.86,0.62,0.48,0.62,0.63,0.54,0.55,0.57,0.73,0.51,0.53,0.54,0.61,0.69,0.7,0.51,0.55,0.73,0.49,0.0,0.45,0.55,0.53,0.55,0.57,0.42,0.56,0.48,0.62,0.57,0.46,0.51,0.45,0.49,0.49,0.0,0.45,0.54,0.43,0.57,0.46,0.41,0.49,0.47,0.48,0.44,0.35,0.49,0.49,0.46,0.5,0.45,0.43,0.39,0.47,0.51,0.54,0.48,0.42,0.43,0.47,0.49,0.42,0.48,0.48,0.47,0.4,0.45,0.44,0.43,0.46,0.41,0.49,0.49,0.45,0.39,0.44,0.48,0.63,0.4,0.43,0.39,0.42,0.42,0.47,0.43,0.39,0.44,0.42,0.45,0.5,0.43,0.45,0.41,0.38,0.46,0.41,0.42,0.45,0.43,0.45,0.41,0.52,0.33,0.38,0.47,0.37,0.53,0.42,0.36,0.39,0.37,0.38,0.64,0.53,0.39,0.48,0.42,0.34,0.4,0.42,0.38,0.43,0.4,0.4,0.48,0.41,0.38,0.4,0.39,0.37,0.37,0.36,0.36,0.36,0.39,0.0,0.41,0.41,0.35,0.38,0.39,0.37,0.37,0.42,0.38,0.32,0.33,0.37,0.38,0.0,0.35,0.38,0.36,0.35,0.34,0.39,0.34,0.38,0.34,0.34,0.0,0.32,0.36,0.34,0.35,0.0,0.0,0.33,0.0,0.35,0.31,0.38,0.32,0.31,0.35,0.0,0.33,0.32,0.36,0.32,0.34,0.36,0.0,0.33,0.32,0.0,0.34,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.35,0.33,0.0,0.31,0.0,0.32,0.0,0.32,0.32,0.0,0.34,0.38,0.0,0.0,0.33,0.33,0.47,0.35,0.35,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.32
09/24/2021,2.08,0.92,0.84,0.8,0.81,0.73,0.85,0.63,0.47,0.62,0.62,0.53,0.54,0.56,0.7,0.51,0.55,0.54,0.61,0.68,0.7,0.5,0.53,0.74,0.49,0.0,0.46,0.56,0.53,0.55,0.57,0.42,0.57,0.5,0.62,0.58,0.46,0.51,0.45,0.49,0.48,0.0,0.46,0.53,0.42,0.57,0.46,0.41,0.49,0.47,0.48,0.43,0.35,0.47,0.49,0.46,0.49,0.44,0.43,0.39,0.47,0.51,0.54,0.49,0.42,0.43,0.47,0.5,0.42,0.48,0.5,0.47,0.39,0.44,0.44,0.43,0.46,0.41,0.5,0.49,0.44,0.39,0.45,0.48,0.66,0.39,0.43,0.39,0.42,0.43,0.47,0.43,0.39,0.43,0.42,0.45,0.5,0.43,0.45,0.41,0.4,0.45,0.41,0.42,0.45,0.43,0.45,0.41,0.52,0.32,0.38,0.48,0.37,0.54,0.42,0.37,0.39,0.37,0.38,0.63,0.53,0.39,0.5,0.42,0.34,0.41,0.41,0.38,0.42,0.4,0.4,0.49,0.4,0.38,0.39,0.39,0.36,0.38,0.36,0.36,0.35,0.39,0.0,0.41,0.41,0.35,0.38,0.39,0.37,0.37,0.41,0.38,0.33,0.32,0.38,0.38,0.0,0.35,0.38,0.35,0.35,0.34,0.39,0.34,0.39,0.34,0.34,0.0,0.31,0.36,0.34,0.35,0.0,0.0,0.33,0.0,0.35,0.0,0.38,0.31,0.31,0.35,0.0,0.33,0.32,0.36,0.32,0.34,0.35,0.0,0.33,0.32,0.0,0.34,0.0,0.36,0.0,0.0,0.0,0.32,0.0,0.34,0.33,0.0,0.31,0.0,0.33,0.0,0.32,0.32,0.31,0.34,0.42,0.0,0.0,0.32,0.34,0.47,0.35,0.35,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.36
09/27/2021,2.02,0.91,0.88,0.84,0.87,0.74,0.85,0.65,0.48,0.62,0.63,0.55,0.55,0.54,0.68,0.5,0.52,0.55,0.62,0.69,0.71,0.5,0.53,0.76,0.49,0.0,0.46,0.57,0.54,0.54,0.56,0.42,0.6,0.49,0.62,0.56,0.46,0.51,0.44,0.5,0.48,0.0,0.47,0.54,0.42,0.57,0.48,0.4,0.5,0.46,0.48,0.44,0.36,0.46,0.49,0.48,0.5,0.44,0.44,0.4,0.47,0.51,0.54,0.5,0.44,0.42,0.47,0.49,0.43,0.49,0.5,0.47,0.39,0.45,0.45,0.42,0.46,0.42,0.49,0.48,0.45,0.38,0.45,0.47,0.62,0.39,0.44,0.4,0.43,0.43,0.47,0.42,0.41,0.43,0.41,0.45,0.51,0.43,0.45,0.4,0.4,0.46,0.41,0.43,0.47,0.43,0.45,0.41,0.53,0.31,0.39,0.46,0.37,0.52,0.44,0.37,0.4,0.37,0.38,0.63,0.53,0.39,0.52,0.4,0.33,0.41,0.41,0.39,0.43,0.39,0.4,0.48,0.39,0.39,0.4,0.39,0.36,0.39,0.35,0.36,0.33,0.39,0.0,0.41,0.41,0.36,0.37,0.39,0.39,0.37,0.41,0.39,0.33,0.31,0.37,0.38,0.0,0.34,0.38,0.34,0.35,0.35,0.38,0.34,0.39,0.34,0.34,0.0,0.0,0.36,0.34,0.36,0.0,0.31,0.33,0.0,0.35,0.3,0.39,0.31,0.3,0.34,0.0,0.33,0.32,0.36,0.31,0.34,0.35,0.0,0.32,0.0,0.0,0.34,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.34,0.33,0.3,0.32,0.0,0.33,0.0,0.31,0.31,0.31,0.34,0.42,0.0,0.0,0.33,0.33,0.46,0.34,0.34,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5
09/28/2021,1.86,0.93,0.84,0.85,0.86,0.73,0.87,0.65,0.46,0.61,0.63,0.54,0.55,0.55,0.7,0.49,0.48,0.55,0.62,0.68,0.71,0.5,0.53,0.78,0.48,0.0,0.46,0.57,0.56,0.54,0.55,0.42,0.62,0.5,0.62,0.55,0.46,0.5,0.44,0.5,0.49,0.0,0.48,0.54,0.42,0.58,0.5,0.39,0.5,0.46,0.47,0.45,0.37,0.46,0.48,0.48,0.5,0.44,0.44,0.4,0.47,0.51,0.54,0.52,0.44,0.42,0.48,0.5,0.44,0.51,0.49,0.48,0.38,0.45,0.44,0.4,0.46,0.43,0.51,0.48,0.46,0.39,0.45,0.45,0.63,0.39,0.43,0.39,0.43,0.43,0.47,0.4,0.42,0.44,0.41,0.46,0.52,0.44,0.44,0.39,0.4,0.46,0.42,0.43,0.47,0.42,0.44,0.41,0.54,0.31,0.39,0.44,0.38,0.52,0.43,0.38,0.4,0.37,0.38,0.63,0.5,0.4,0.54,0.4,0.34,0.4,0.42,0.39,0.42,0.39,0.4,0.48,0.4,0.39,0.41,0.39,0.36,0.4,0.35,0.35,0.32,0.39,0.0,0.4,0.39,0.36,0.37,0.38,0.4,0.38,0.41,0.38,0.33,0.31,0.38,0.38,0.0,0.35,0.38,0.34,0.35,0.37,0.39,0.35,0.39,0.34,0.34,0.0,0.0,0.37,0.33,0.37,0.0,0.31,0.33,0.0,0.35,0.0,0.38,0.31,0.0,0.35,0.0,0.33,0.33,0.36,0.31,0.34,0.33,0.0,0.32,0.0,0.0,0.33,0.0,0.35,0.31,0.0,0.0,0.0,0.0,0.35,0.32,0.31,0.32,0.31,0.33,0.0,0.32,0.31,0.32,0.34,0.41,0.0,0.0,0.33,0.33,0.47,0.32,0.33,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.41
09/29/2021,1.86,0.93,0.84,0.85,0.86,0.73,0.87,0.65,0.46,0.61,0.63,0.54,0.55,0.55,0.7,0.49,0.48,0.55,0.62,0.68,0.71,0.5,0.53,0.78,0.48,0.0,0.46,0.57,0.56,0.54,0.55,0.42,0.62,0.5,0.62,0.55,0.46,0.5,0.44,0.5,0.49,0.0,0.48,0.54,0.42,0.58,0.5,0.39,0.5,0.46,0.47,0.45,0.37,0.46,0.48,0.48,0.5,0.44,0.44,0.4,0.47,0.51,0.54,0.52,0.44,0.42,0.48,0.5,0.44,0.51,0.49,0.48,0.38,0.45,0.44,0.4,0.46,0.43,0.51,0.48,0.46,0.39,0.45,0.45,0.63,0.39,0.43,0.39,0.43,0.43,0.47,0.4,0.42,0.44,0.41,0.46,0.52,0.44,0.44,0.39,0.4,0.46,0.42,0.43,0.47,0.42,0.44,0.41,0.54,0.31,0.39,0.44,0.38,0.52,0.43,0.38,0.4,0.37,0.38,0.63,0.5,0.4,0.54,0.4,0.34,0.4,0.42,0.39,0.42,0.39,0.4,0.48,0.4,0.39,0.41,0.39,0.36,0.4,0.35,0.35,0.32,0.39,0.0,0.4,0.39,0.36,0.37,0.38,0.4,0.38,0.41,0.38,0.33,0.31,0.38,0.38,0.0,0.35,0.38,0.34,0.35,0.37,0.39,0.35,0.39,0.34,0.34,0.0,0.0,0.37,0.33,0.37,0.0,0.31,0.33,0.0,0.35,0.0,0.38,0.31,0.0,0.35,0.0,0.33,0.33,0.36,0.31,0.34,0.33,0.0,0.32,0.0,0.0,0.33,0.0,0.35,0.31,0.0,0.0,0.0,0.0,0.35,0.32,0.31,0.32,0.31,0.33,0.0,0.32,0.31,0.32,0.34,0.41,0.0,0.0,0.33,0.33,0.47,0.32,0.33,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.41
09/30/2021,1.81,0.94,0.93,0.84,0.86,0.72,0.87,0.64,0.47,0.61,0.62,0.54,0.56,0.56,0.69,0.49,0.49,0.55,0.63,0.67,0.72,0.5,0.53,0.78,0.48,0.0,0.45,0.56,0.56,0.53,0.54,0.42,0.64,0.49,0.6,0.54,0.46,0.48,0.44,0.5,0.5,0.0,0.48,0.54,0.42,0.58,0.49,0.38,0.5,0.44,0.46,0.46,0.4,0.46,0.49,0.49,0.49,0.43,0.45,0.41,0.47,0.52,0.53,0.53,0.44,0.41,0.49,0.51,0.44,0.51,0.47,0.48,0.39,0.44,0.45,0.41,0.46,0.43,0.51,0.47,0.46,0.4,0.45,0.44,0.63,0.38,0.43,0.38,0.43,0.44,0.46,0.4,0.42,0.44,0.41,0.46,0.52,0.44,0.44,0.39,0.4,0.45,0.43,0.43,0.47,0.42,0.45,0.41,0.55,0.31,0.39,0.43,0.38,0.52,0.45,0.39,0.4,0.37,0.39,0.61,0.5,0.4,0.54,0.42,0.35,0.4,0.41,0.39,0.42,0.39,0.41,0.47,0.39,0.38,0.41,0.38,0.36,0.42,0.34,0.36,0.32,0.39,0.0,0.41,0.39,0.37,0.37,0.39,0.4,0.38,0.42,0.38,0.33,0.31,0.38,0.38,0.0,0.35,0.37,0.34,0.34,0.37,0.38,0.35,0.38,0.34,0.34,0.0,0.0,0.36,0.32,0.36,0.0,0.33,0.32,0.0,0.35,0.0,0.4,0.31,0.0,0.35,0.0,0.32,0.33,0.36,0.31,0.34,0.33,0.0,0.31,0.0,0.0,0.33,0.0,0.35,0.31,0.0,0.0,0.0,0.0,0.34,0.33,0.31,0.32,0.31,0.32,0.0,0.31,0.31,0.32,0.34,0.41,0.0,0.0,0.34,0.33,0.47,0.32,0.33,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.41
10/01/2021,1.84,0.94,0.86,0.85,0.87,0.73,0.87,0.64,0.47,0.62,0.63,0.53,0.58,0.55,0.69,0.48,0.5,0.54,0.63,0.66,0.73,0.51,0.54,0.79,0.48,0.0,0.45,0.56,0.56,0.53,0.54,0.42,0.63,0.49,0.58,0.55,0.47,0.49,0.45,0.49,0.49,0.0,0.48,0.54,0.41,0.56,0.49,0.38,0.5,0.45,0.45,0.45,0.41,0.45,0.49,0.48,0.48,0.43,0.45,0.4,0.47,0.52,0.54,0.52,0.44,0.41,0.49,0.51,0.44,0.5,0.48,0.49,0.39,0.44,0.44,0.41,0.46,0.43,0.51,0.48,0.46,0.39,0.45,0.43,0.63,0.39,0.43,0.39,0.44,0.44,0.46,0.39,0.43,0.44,0.42,0.47,0.53,0.44,0.44,0.38,0.4,0.44,0.42,0.43,0.46,0.42,0.46,0.42,0.55,0.31,0.4,0.44,0.38,0.52,0.46,0.4,0.41,0.37,0.38,0.6,0.49,0.41,0.54,0.41,0.35,0.4,0.41,0.39,0.42,0.39,0.41,0.46,0.39,0.38,0.41,0.38,0.36,0.43,0.34,0.36,0.32,0.39,0.0,0.4,0.38,0.36,0.37,0.38,0.4,0.38,0.42,0.38,0.33,0.31,0.38,0.39,0.0,0.35,0.38,0.34,0.34,0.37,0.37,0.35,0.38,0.34,0.33,0.0,0.0,0.37,0.33,0.37,0.0,0.33,0.32,0.0,0.35,0.3,0.4,0.31,0.0,0.35,0.0,0.32,0.33,0.36,0.31,0.34,0.33,0.0,0.31,0.0,0.0,0.33,0.0,0.35,0.32,0.0,0.0,0.0,0.0,0.34,0.33,0.31,0.32,0.31,0.33,0.0,0.31,0.0,0.32,0.34,0.41,0.0,0.0,0.34,0.34,0.48,0.33,0.34,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.45
10/04/2021,2.31,0.94,0.81,0.8,0.92,0.73,0.86,0.62,0.46,0.62,0.67,0.53,0.56,0.55,0.68,0.48,0.49,0.55,0.63,0.67,0.78,0.51,0.53,0.79,0.48,0.0,0.44,0.57,0.6,0.52,0.55,0.42,0.6,0.48,0.56,0.55,0.47,0.5,0.45,0.49,0.49,0.0,0.5,0.55,0.41,0.57,0.5,0.38,0.51,0.45,0.45,0.46,0.41,0.45,0.5,0.47,0.49,0.42,0.48,0.4,0.47,0.52,0.55,0.53,0.47,0.41,0.49,0.51,0.47,0.49,0.48,0.47,0.39,0.44,0.45,0.42,0.46,0.45,0.51,0.47,0.45,0.39,0.46,0.41,0.61,0.38,0.43,0.39,0.47,0.44,0.47,0.4,0.47,0.44,0.41,0.5,0.53,0.44,0.44,0.38,0.4,0.45,0.47,0.44,0.47,0.42,0.46,0.43,0.62,0.31,0.41,0.43,0.41,0.51,0.47,0.41,0.41,0.38,0.38,0.61,0.48,0.44,0.54,0.42,0.35,0.39,0.4,0.39,0.42,0.4,0.41,0.46,0.39,0.39,0.4,0.38,0.36,0.48,0.35,0.37,0.32,0.39,0.0,0.39,0.38,0.36,0.37,0.38,0.39,0.38,0.42,0.37,0.34,0.0,0.39,0.38,0.0,0.36,0.37,0.34,0.33,0.39,0.37,0.39,0.39,0.34,0.33,0.0,0.0,0.38,0.32,0.36,0.32,0.34,0.32,0.0,0.38,0.0,0.41,0.31,0.0,0.34,0.0,0.32,0.36,0.37,0.31,0.35,0.32,0.0,0.31,0.0,0.0,0.34,0.33,0.51,0.32,0.0,0.0,0.0,0.0,0.34,0.33,0.33,0.34,0.33,0.36,0.0,0.31,0.0,0.32,0.34,0.41,0.0,0.0,0.35,0.34,0.47,0.34,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.83
